X Y Z
-485264.062500 -1116039.625000 247.889999 
-485262.718750 -1116028.375000 245.429993 
-485262.625000 -1116026.000000 245.080002 
-485262.562500 -1116024.875000 244.929993 
-485262.468750 -1116022.500000 244.679993 
-485260.250000 -1116008.875000 244.229996 
-485261.375000 -1116027.500000 245.240005 
-485261.343750 -1116026.375000 245.009995 
-485261.031250 -1116020.500000 244.550003 
-485260.718750 -1116015.875000 244.429993 
-485263.875000 -1116051.625000 247.779999 
-485263.593750 -1116047.000000 247.570007 
-485263.437500 -1116044.625000 247.490005 
-485263.343750 -1116043.500000 247.509995 
-485261.468750 -1116028.625000 245.300003 
-485262.156250 -1116045.000000 247.360001 
-485260.375000 -1116028.625000 245.619995 
-485260.062500 -1116027.125000 245.169998 
-485260.000000 -1116026.000000 244.929993 
-485258.593750 -1116020.750000 244.520004 
-485262.625000 -1116053.000000 247.809998 
-485260.906250 -1116045.750000 247.259995 
-485260.750000 -1116043.500000 247.169998 
-485258.875000 -1116026.500000 245.029999 
-485258.843750 -1116025.375000 244.860001 
-485258.781250 -1116024.250000 244.750000 
-485256.937500 -1116013.000000 244.300003 
-485256.468750 -1116009.875000 244.259995 
-485256.343750 -1116004.875000 244.259995 
-485259.781250 -1116045.125000 247.110001 
-485259.093750 -1116036.000000 247.210007 
-485258.156250 -1116032.750000 245.389999 
-485260.062500 -1116051.000000 247.639999 
-485259.937500 -1116048.625000 247.500000 
-485258.625000 -1116044.375000 246.919998 
-485258.500000 -1116042.000000 246.770004 
-485258.406250 -1116040.875000 246.800003 
-485258.125000 -1116036.250000 246.630005 
-485256.593750 -1116029.500000 245.240005 
-485256.500000 -1116025.750000 244.929993 
-485256.218750 -1116022.500000 244.660004 
-485253.500000 -1116004.750000 244.270004 
-485259.125000 -1116053.625000 247.679993 
-485258.906250 -1116050.250000 247.539993 
-485257.187500 -1116041.125000 246.509995 
-485256.968750 -1116038.750000 246.520004 
-485256.906250 -1116037.625000 246.360001 
-485257.000000 -1116035.250000 245.369995 
-485256.906250 -1116034.125000 245.429993 
-485256.812500 -1116032.875000 245.289993 
-485256.750000 -1116031.750000 245.250000 
-485254.718750 -1116019.500000 244.460007 
-485257.781250 -1116052.750000 247.559998 
-485255.750000 -1116036.875000 245.710007 
-485255.687500 -1116035.750000 245.389999 
-485255.625000 -1116034.625000 245.320007 
-485255.343750 -1116030.000000 245.190002 
-485255.093750 -1116026.500000 244.970001 
-485253.625000 -1116020.125000 244.460007 
-485256.062500 -1116045.125000 246.740005 
-485255.781250 -1116039.250000 246.179993 
-485254.625000 -1116037.500000 245.649994 
-485254.593750 -1116036.375000 245.470001 
-485255.281250 -1116035.375000 245.380005 
-485252.437500 -1116019.250000 244.460007 
-485251.812500 -1116010.000000 244.330002 
-485256.437500 -1116052.000000 247.380005 
-485254.718750 -1116039.875000 246.020004 
-485254.656250 -1116038.750000 245.839996 
-485253.500000 -1116036.625000 245.509995 
-485253.281250 -1116033.250000 245.350006 
-485252.968750 -1116027.375000 244.899994 
-485252.906250 -1116026.250000 244.830002 
-485250.250000 -1116007.625000 244.360001 
-485253.656250 -1116040.250000 245.949997 
-485253.593750 -1116037.875000 245.649994 
-485251.500000 -1116026.250000 244.830002 
-485251.906250 -1116033.125000 245.320007 
-485250.093750 -1116025.250000 244.789993 
-485249.812500 -1116020.625000 244.539993 
-485249.218750 -1116012.625000 244.520004 
-485249.125000 -1116011.375000 244.490005 
-485252.906250 -1116051.750000 246.919998 
-485252.781250 -1116049.375000 246.759995 
-485248.281250 -1116015.250000 244.520004 
-485251.406250 -1116048.500000 246.600006 
-485251.093750 -1116042.750000 246.080002 
-485249.687500 -1116037.250000 245.580002 
-485248.437500 -1116023.625000 244.740005 
-485247.312500 -1116016.625000 244.500000 
-485248.343750 -1116032.875000 245.210007 
-485248.218750 -1116030.500000 245.070007 
-485245.843750 -1116015.500000 244.500000 
-485250.625000 -1116054.625000 246.940002 
-485249.343750 -1116050.250000 246.649994 
-485249.093750 -1116045.625000 246.149994 
-485249.000000 -1116044.500000 246.059998 
-485246.718750 -1116028.250000 244.880005 
-485248.687500 -1116051.125000 246.690002 
-485247.750000 -1116045.625000 245.990005 
-485247.625000 -1116043.250000 245.869995 
-485247.093750 -1116034.000000 245.179993 
-485245.125000 -1116024.875000 244.770004 
-485244.656250 -1116018.000000 244.559998 
-485247.937500 -1116049.000000 246.360001 
-485243.718750 -1116020.500000 244.679993 
-485243.468750 -1116017.000000 244.559998 
-485246.906250 -1116055.000000 246.699997 
-485244.625000 -1116033.125000 245.000000 
-485245.875000 -1116055.250000 246.589996 
-485245.781250 -1116054.000000 246.500000 
-485245.718750 -1116051.750000 246.259995 
-485245.500000 -1116048.250000 245.899994 
-485245.312500 -1116044.750000 245.729996 
-485244.781250 -1116054.375000 246.330002 
-485244.625000 -1116052.000000 246.169998 
-485244.437500 -1116048.500000 245.809998 
-485244.375000 -1116047.375000 245.750000 
-485241.875000 -1116029.125000 244.750000 
-485241.781250 -1116028.000000 244.750000 
-485241.437500 -1116023.375000 244.750000 
-485244.500000 -1116053.125000 246.179993 
-485243.093750 -1116048.750000 245.830002 
-485243.000000 -1116047.625000 245.710007 
-485242.687500 -1116043.000000 245.539993 
-485240.562500 -1116029.750000 244.789993 
-485240.312500 -1116026.250000 244.740005 
-485240.031250 -1116022.875000 244.809998 
-485243.437500 -1116054.625000 246.169998 
-485243.343750 -1116053.500000 246.160004 
-485243.250000 -1116053.000000 246.149994 
-485242.937500 -1116051.625000 246.139999 
-485243.093750 -1116051.125000 246.339996 
-485241.531250 -1116044.875000 245.500000 
-485240.281250 -1116032.500000 244.970001 
-485239.125000 -1116025.750000 244.759995 
-485238.906250 -1116023.375000 244.800003 
-485238.312500 -1116014.125000 244.490005 
-485242.218750 -1116055.250000 245.929993 
-485242.093750 -1116054.125000 246.009995 
-485241.968750 -1116051.750000 245.960007 
-485241.843750 -1116049.500000 245.800003 
-485240.187500 -1116041.875000 245.369995 
-485237.968750 -1116025.000000 244.779999 
-485239.562500 -1116045.000000 245.380005 
-485235.718750 -1116012.750000 244.380005 
-485240.125000 -1116056.250000 245.490005 
-485239.968750 -1116053.875000 245.669998 
-485239.875000 -1116052.750000 245.660004 
-485239.781250 -1116051.625000 245.589996 
-485239.562500 -1116048.125000 245.449997 
-485236.531250 -1116024.250000 244.729996 
-485238.531250 -1116053.250000 245.410004 
-485238.218750 -1116048.500000 245.330002 
-485237.468750 -1116038.125000 245.160004 
-485235.187500 -1116023.750000 244.649994 
-485238.625000 -1116054.250000 245.389999 
-485237.968750 -1116049.625000 245.279999 
-485236.968750 -1116049.250000 245.229996 
-485236.875000 -1116048.000000 245.270004 
-485236.125000 -1116037.625000 245.169998 
-485237.718750 -1116056.000000 244.330002 
-485237.531250 -1116054.875000 244.660004 
-485237.375000 -1116053.750000 244.869995 
-485237.281250 -1116052.625000 245.000000 
-485237.187500 -1116051.500000 245.000000 
-485237.062500 -1116050.375000 245.110001 
-485235.312500 -1116041.875000 245.110001 
-485235.156250 -1116039.625000 245.029999 
-485235.093750 -1116038.375000 245.059998 
-485234.875000 -1116036.125000 245.160004 
-485236.812500 -1116056.750000 243.619995 
-485236.656250 -1116055.625000 243.899994 
-485236.125000 -1116051.125000 244.690002 
-485235.843750 -1116048.750000 245.080002 
-485235.718750 -1116047.625000 245.139999 
-485235.468750 -1116047.000000 245.160004 
-485233.906250 -1116037.625000 245.050003 
-485233.718750 -1116036.500000 245.160004 
-485235.593750 -1116056.750000 243.050003 
-485235.687500 -1116056.000000 243.309998 
-485235.125000 -1116053.625000 243.639999 
-485235.281250 -1116052.500000 243.970001 
-485235.125000 -1116051.375000 244.220001 
-485234.812500 -1116049.125000 244.750000 
-485232.656250 -1116039.000000 244.919998 
-485232.312500 -1116035.500000 245.130005 
-485229.125000 -1116008.125000 244.229996 
-485234.593750 -1116057.125000 242.580002 
-485234.187500 -1116053.750000 243.160004 
-485233.875000 -1116051.500000 243.669998 
-485233.750000 -1116050.375000 244.000000 
-485233.562500 -1116049.250000 244.320007 
-485233.406250 -1116048.125000 244.550003 
-485233.000000 -1116043.500000 244.960007 
-485232.718750 -1116040.125000 244.960007 
-485233.406250 -1116057.500000 242.119995 
-485233.125000 -1116055.250000 242.399994 
-485232.875000 -1116053.000000 242.809998 
-485232.750000 -1116051.875000 243.080002 
-485232.406250 -1116049.625000 243.809998 
-485231.812500 -1116045.125000 244.740005 
-485231.406250 -1116044.000000 244.809998 
-485231.625000 -1116042.750000 244.860001 
-485231.531250 -1116041.625000 244.860001 
-485230.875000 -1116033.625000 244.910004 
-485232.125000 -1116055.750000 242.039993 
-485231.968750 -1116054.625000 242.179993 
-485231.875000 -1116053.500000 242.350006 
-485231.718750 -1116052.250000 242.589996 
-485231.593750 -1116051.250000 242.940002 
-485231.343750 -1116050.125000 243.389999 
-485231.250000 -1116049.000000 243.589996 
-485230.781250 -1116045.625000 244.380005 
-485230.625000 -1116044.500000 244.610001 
-485230.531250 -1116043.250000 244.729996 
-485230.437500 -1116042.125000 244.759995 
-485230.031250 -1116036.375000 244.759995 
-485229.906250 -1116035.250000 244.789993 
-485228.250000 -1116027.500000 244.639999 
-485228.093750 -1116025.250000 244.470001 
-485227.843750 -1116021.750000 244.380005 
-485231.093750 -1116056.125000 241.860001 
-485230.875000 -1116053.750000 242.039993 
-485230.718750 -1116052.625000 242.179993 
-485230.593750 -1116051.500000 242.419998 
-485230.406250 -1116050.375000 242.740005 
-485230.281250 -1116049.250000 243.059998 
-485230.125000 -1116048.125000 243.309998 
-485229.968750 -1116047.000000 243.610001 
-485229.625000 -1116044.750000 244.279999 
-485229.468750 -1116043.625000 244.539993 
-485229.281250 -1116041.375000 244.679993 
-485228.906250 -1116036.750000 244.699997 
-485228.843750 -1116035.625000 244.699997 
-485227.500000 -1116028.500000 244.800003 
-485229.437500 -1116052.750000 241.919998 
-485229.281250 -1116051.625000 242.029999 
-485229.156250 -1116050.500000 242.250000 
-485228.875000 -1116048.250000 242.759995 
-485228.718750 -1116047.125000 243.059998 
-485228.375000 -1116044.875000 243.779999 
-485228.218750 -1116043.750000 244.100006 
-485228.968750 -1116042.875000 244.589996 
-485227.906250 -1116041.500000 244.520004 
-485227.625000 -1116038.000000 244.669998 
-485227.531250 -1116036.875000 244.679993 
-485227.375000 -1116034.625000 244.690002 
-485227.093750 -1116031.125000 244.679993 
-485226.968750 -1116028.875000 244.619995 
-485226.875000 -1116027.625000 244.509995 
-485229.781250 -1116057.375000 241.770004 
-485229.625000 -1116055.000000 241.850006 
-485228.062500 -1116042.625000 244.360001 
-485226.093750 -1116034.875000 244.699997 
-485225.687500 -1116029.125000 244.460007 
-485225.593750 -1116028.000000 244.419998 
-485223.531250 -1116015.125000 244.160004 
-485228.531250 -1116057.750000 241.559998 
-485228.312500 -1116055.375000 241.759995 
-485228.218750 -1116054.250000 241.809998 
-485228.062500 -1116052.000000 241.880005 
-485227.968750 -1116050.750000 241.970001 
-485227.687500 -1116048.500000 242.289993 
-485227.531250 -1116047.375000 242.529999 
-485227.187500 -1116045.125000 243.179993 
-485226.875000 -1116042.875000 243.970001 
-485226.687500 -1116041.750000 244.229996 
-485226.500000 -1116039.500000 244.490005 
-485226.375000 -1116038.375000 244.580002 
-485226.156250 -1116036.125000 244.690002 
-485222.312500 -1116013.750000 244.139999 
-485222.125000 -1116011.500000 244.100006 
-485227.375000 -1116057.000000 241.190002 
-485227.125000 -1116054.750000 241.619995 
-485226.906250 -1116052.375000 241.809998 
-485226.625000 -1116049.000000 242.029999 
-485226.531250 -1116047.875000 242.169998 
-485226.218750 -1116045.500000 242.660004 
-485225.656250 -1116042.250000 243.800003 
-485225.500000 -1116041.125000 244.039993 
-485225.281250 -1116038.875000 244.399994 
-485225.156250 -1116037.625000 244.580002 
-485223.375000 -1116028.875000 244.350006 
-485223.312500 -1116027.750000 244.320007 
-485223.156250 -1116025.375000 244.270004 
-485222.968750 -1116023.125000 244.190002 
-485222.500000 -1116016.125000 244.100006 
-485226.468750 -1116057.250000 240.550003 
-485226.281250 -1116056.250000 241.179993 
-485226.125000 -1116055.125000 241.270004 
-485226.000000 -1116053.875000 241.410004 
-485225.718750 -1116051.625000 241.800003 
-485225.625000 -1116050.500000 241.860001 
-485225.437500 -1116048.250000 242.000000 
-485225.250000 -1116045.875000 242.210007 
-485225.062500 -1116044.750000 242.520004 
-485224.718750 -1116042.500000 243.169998 
-485224.531250 -1116041.500000 243.520004 
-485224.375000 -1116040.375000 243.800003 
-485224.125000 -1116038.000000 244.399994 
-485221.468750 -1116021.125000 244.070007 
-485220.843750 -1116013.000000 244.110001 
-485220.468750 -1116010.625000 244.080002 
-485220.593750 -1116009.500000 244.050003 
-485224.625000 -1116053.125000 241.190002 
-485224.468750 -1116052.000000 241.309998 
-485224.343750 -1116050.875000 241.550003 
-485224.187500 -1116049.750000 241.850006 
-485224.093750 -1116048.625000 241.899994 
-485224.000000 -1116047.375000 241.919998 
-485223.875000 -1116046.250000 242.059998 
-485223.687500 -1116044.000000 242.279999 
-485223.562500 -1116042.875000 242.419998 
-485223.375000 -1116041.750000 242.830002 
-485223.031250 -1116039.500000 243.380005 
-485222.875000 -1116038.375000 243.839996 
-485222.625000 -1116037.250000 244.570007 
-485222.125000 -1116030.375000 244.169998 
-485222.062500 -1116029.250000 244.279999 
-485222.000000 -1116028.125000 244.210007 
-485221.781250 -1116025.750000 244.169998 
-485220.062500 -1116019.625000 244.059998 
-485219.687500 -1116015.000000 244.100006 
-485219.625000 -1116013.750000 244.059998 
-485219.437500 -1116011.500000 244.000000 
-485219.375000 -1116010.375000 243.960007 
-485223.125000 -1116050.500000 241.169998 
-485223.000000 -1116049.375000 241.279999 
-485222.843750 -1116048.250000 241.529999 
-485222.656250 -1116047.125000 241.919998 
-485222.562500 -1116046.000000 241.979996 
-485222.468750 -1116044.750000 242.130005 
-485222.343750 -1116043.625000 242.220001 
-485222.250000 -1116042.500000 242.380005 
-485222.031250 -1116040.250000 242.539993 
-485221.875000 -1116039.000000 242.779999 
-485221.750000 -1116038.000000 242.929993 
-485221.562500 -1116036.875000 243.440002 
-485221.437500 -1116035.750000 243.520004 
-485221.312500 -1116034.500000 243.449997 
-485221.218750 -1116033.375000 243.580002 
-485221.125000 -1116032.250000 243.610001 
-485221.000000 -1116031.125000 243.770004 
-485220.843750 -1116030.000000 243.990005 
-485220.437500 -1116024.250000 243.949997 
-485220.250000 -1116021.875000 244.009995 
-485218.562500 -1116015.500000 244.039993 
-485218.437500 -1116013.250000 243.880005 
-485218.375000 -1116012.000000 243.809998 
-485218.281250 -1116010.875000 243.740005 
-485218.187500 -1116009.750000 243.610001 
-485221.843750 -1116048.750000 240.839996 
-485221.687500 -1116047.625000 241.139999 
-485221.531250 -1116046.500000 241.460007 
-485221.375000 -1116045.375000 241.779999 
-485221.218750 -1116044.250000 242.050003 
-485221.031250 -1116041.875000 242.250000 
-485220.937500 -1116040.750000 242.279999 
-485220.843750 -1116039.625000 242.360001 
-485220.718750 -1116038.500000 242.460007 
-485220.593750 -1116037.375000 242.660004 
-485220.468750 -1116036.250000 242.800003 
-485220.343750 -1116035.000000 242.979996 
-485220.125000 -1116032.750000 243.199997 
-485220.000000 -1116031.625000 243.320007 
-485219.875000 -1116030.500000 243.460007 
-485219.781250 -1116029.375000 243.490005 
-485219.687500 -1116028.125000 243.580002 
-485219.437500 -1116025.875000 243.729996 
-485219.250000 -1116023.625000 243.850006 
-485218.937500 -1116020.125000 244.020004 
-485218.750000 -1116017.875000 244.059998 
-485218.250000 -1116017.000000 244.029999 
-485217.406250 -1116013.750000 243.570007 
-485217.343750 -1116012.625000 243.440002 
-485217.250000 -1116010.250000 243.220001 
-485217.187500 -1116009.125000 243.100006 
-485220.781250 -1116048.125000 240.449997 
-485220.625000 -1116047.000000 240.779999 
-485220.468750 -1116045.875000 240.979996 
-485220.281250 -1116044.750000 241.350006 
-485220.875000 -1116043.250000 242.240005 
-485219.750000 -1116040.250000 242.149994 
-485219.656250 -1116039.125000 242.330002 
-485219.531250 -1116038.000000 242.449997 
-485219.406250 -1116036.750000 242.559998 
-485219.312500 -1116035.625000 242.740005 
-485219.187500 -1116034.500000 242.869995 
-485219.093750 -1116033.375000 242.940002 
-485218.875000 -1116031.125000 243.169998 
-485218.718750 -1116030.000000 243.270004 
-485218.281250 -1116025.375000 243.699997 
-485218.156250 -1116024.250000 243.759995 
-485217.937500 -1116021.875000 243.880005 
-485217.781250 -1116019.875000 243.919998 
-485217.687500 -1116018.500000 243.919998 
-485217.625000 -1116017.250000 243.919998 
-485217.531250 -1116016.125000 243.839996 
-485216.062500 -1116010.625000 242.610001 
-485221.156250 -1116058.750000 242.389999 
-485220.125000 -1116043.625000 241.720001 
-485219.968750 -1116042.500000 242.000000 
-485218.375000 -1116036.125000 242.630005 
-485218.125000 -1116034.625000 242.839996 
-485217.312500 -1116029.250000 243.220001 
-485217.093750 -1116026.875000 243.440002 
-485216.968750 -1116025.875000 243.500000 
-485216.875000 -1116024.625000 243.529999 
-485216.687500 -1116022.375000 243.580002 
-485216.625000 -1116021.250000 243.589996 
-485216.437500 -1116018.875000 243.550003 
-485216.375000 -1116017.750000 243.490005 
-485216.312500 -1116016.500000 243.380005 
-485216.218750 -1116014.125000 243.029999 
-485219.156250 -1116045.125000 240.500000 
-485219.031250 -1116044.000000 240.800003 
-485218.875000 -1116042.875000 241.039993 
-485218.750000 -1116041.750000 241.160004 
-485218.250000 -1116038.375000 242.410004 
-485218.125000 -1116037.250000 242.350006 
-485217.968750 -1116036.125000 242.589996 
-485217.875000 -1116035.000000 242.729996 
-485217.750000 -1116033.875000 242.820007 
-485217.656250 -1116032.625000 242.869995 
-485217.531250 -1116031.500000 243.009995 
-485215.218750 -1116018.375000 242.889999 
-485215.093750 -1116016.000000 242.649994 
-485215.062500 -1116014.750000 242.470001 
-485214.968750 -1116012.500000 242.130005 
-485214.906250 -1116011.250000 242.020004 
-485274.437500 -1116085.125000 249.080002 
-485272.031250 -1116068.500000 248.660004 
-485271.875000 -1116066.125000 248.570007 
-485270.406250 -1116061.000000 248.339996 
-485273.531250 -1116090.250000 249.160004 
-485271.812500 -1116081.625000 248.919998 
-485271.312500 -1116074.750000 248.800003 
-485271.062500 -1116071.250000 248.699997 
-485269.500000 -1116063.875000 248.360001 
-485269.281250 -1116060.375000 248.259995 
-485269.187500 -1116059.250000 248.199997 
-485270.468750 -1116078.750000 248.889999 
-485267.875000 -1116058.375000 248.059998 
-485267.781250 -1116057.250000 248.029999 
-485267.562500 -1116053.750000 247.970001 
-485271.437500 -1116092.500000 249.149994 
-485271.250000 -1116090.250000 249.130005 
-485271.093750 -1116088.000000 249.050003 
-485268.875000 -1116074.500000 248.720001 
-485268.437500 -1116067.625000 248.449997 
-485266.500000 -1116057.625000 248.009995 
-485269.593750 -1116084.875000 249.039993 
-485265.125000 -1116054.625000 247.940002 
-485270.781250 -1116102.000000 249.309998 
-485268.625000 -1116089.750000 249.080002 
-485267.937500 -1116079.500000 248.850006 
-485265.937500 -1116066.125000 248.240005 
-485265.718750 -1116062.625000 248.119995 
-485269.343750 -1116100.125000 249.300003 
-485264.625000 -1116063.125000 248.110001 
-485266.218750 -1116087.250000 248.940002 
-485265.406250 -1116074.625000 248.550003 
-485263.031250 -1116058.875000 247.960007 
-485264.625000 -1116083.000000 248.860001 
-485264.468750 -1116080.625000 248.770004 
-485264.343750 -1116078.375000 248.660004 
-485264.937500 -1116087.500000 248.940002 
-485262.968750 -1116078.000000 248.649994 
-485262.218750 -1116066.500000 248.179993 
-485262.062500 -1116064.250000 248.080002 
-485263.562500 -1116087.125000 248.910004 
-485261.593750 -1116074.000000 248.500000 
-485259.468750 -1116058.250000 247.800003 
-485264.187500 -1116096.375000 249.149994 
-485262.656250 -1116090.000000 249.000000 
-485260.000000 -1116066.250000 248.070007 
-485261.500000 -1116089.250000 248.940002 
-485260.625000 -1116076.625000 248.589996 
-485258.062500 -1116057.250000 247.679993 
-485259.468750 -1116079.125000 248.639999 
-485259.187500 -1116074.500000 248.460007 
-485257.500000 -1116061.750000 247.809998 
-485255.656250 -1116057.250000 247.529999 
-485255.468750 -1116055.000000 247.490005 
-485261.218750 -1116104.375000 249.199997 
-485258.687500 -1116086.500000 248.750000 
-485258.500000 -1116084.250000 248.750000 
-485258.375000 -1116082.000000 248.679993 
-485256.718750 -1116074.625000 248.380005 
-485256.500000 -1116071.125000 248.199997 
-485254.906250 -1116062.125000 247.669998 
-485257.937500 -1116093.000000 249.000000 
-485257.781250 -1116090.625000 248.889999 
-485255.125000 -1116065.625000 247.880005 
-485253.125000 -1116055.250000 247.190002 
-485258.187500 -1116096.375000 249.070007 
-485256.531250 -1116087.500000 248.679993 
-485254.031250 -1116070.250000 248.070007 
-485253.656250 -1116064.375000 247.750000 
-485253.312500 -1116058.625000 247.369995 
-485257.375000 -1116100.125000 249.089996 
-485255.156250 -1116087.375000 248.660004 
-485254.968750 -1116085.125000 248.710007 
-485254.875000 -1116084.000000 248.669998 
-485254.843750 -1116082.875000 248.589996 
-485254.687500 -1116080.500000 248.490005 
-485254.218750 -1116073.625000 248.229996 
-485252.343750 -1116064.750000 247.690002 
-485252.218750 -1116062.375000 247.509995 
-485252.156250 -1116061.250000 247.410004 
-485251.906250 -1116056.625000 247.050003 
-485251.843750 -1116055.500000 247.020004 
-485255.312500 -1116089.750000 248.710007 
-485251.281250 -1116065.000000 247.580002 
-485251.156250 -1116062.750000 247.350006 
-485251.031250 -1116060.375000 247.169998 
-485250.968750 -1116059.250000 247.130005 
-485250.875000 -1116056.875000 246.949997 
-485254.343750 -1116095.750000 249.009995 
-485254.125000 -1116092.250000 248.860001 
-485253.656250 -1116085.375000 248.699997 
-485253.562500 -1116084.250000 248.679993 
-485251.750000 -1116073.125000 248.169998 
-485251.625000 -1116070.875000 248.080002 
-485251.531250 -1116069.625000 248.020004 
-485251.437500 -1116068.500000 247.949997 
-485250.281250 -1116065.250000 247.389999 
-485250.062500 -1116061.750000 247.070007 
-485252.875000 -1116089.250000 248.600006 
-485252.750000 -1116088.000000 248.600006 
-485250.937500 -1116076.750000 248.270004 
-485250.843750 -1116075.625000 248.240005 
-485250.687500 -1116073.375000 248.089996 
-485250.531250 -1116071.000000 247.990005 
-485250.468750 -1116069.875000 247.940002 
-485250.406250 -1116068.750000 247.839996 
-485250.375000 -1116067.625000 247.679993 
-485252.093750 -1116094.000000 248.880005 
-485251.781250 -1116089.375000 248.619995 
-485251.500000 -1116086.000000 248.649994 
-485251.218750 -1116081.375000 248.470001 
-485249.437500 -1116074.500000 247.970001 
-485249.375000 -1116073.375000 247.880005 
-485249.250000 -1116071.000000 247.720001 
-485249.156250 -1116069.875000 247.589996 
-485249.031250 -1116066.375000 247.199997 
-485247.031250 -1116056.250000 246.690002 
-485252.875000 -1116105.500000 249.139999 
-485250.406250 -1116089.500000 248.639999 
-485250.062500 -1116084.875000 248.610001 
-485249.906250 -1116082.625000 248.460007 
-485249.312500 -1116081.750000 248.320007 
-485249.718750 -1116079.125000 248.229996 
-485249.625000 -1116078.000000 248.130005 
-485249.593750 -1116076.750000 248.080002 
-485248.093750 -1116072.250000 247.309998 
-485248.031250 -1116071.125000 247.190002 
-485247.812500 -1116067.750000 246.910004 
-485247.781250 -1116066.500000 246.860001 
-485247.687500 -1116065.375000 246.750000 
-485245.968750 -1116056.375000 246.580002 
-485248.750000 -1116085.000000 248.520004 
-485248.593750 -1116083.250000 248.229996 
-485248.625000 -1116082.750000 248.220001 
-485248.593750 -1116081.500000 248.110001 
-485248.531250 -1116080.375000 247.970001 
-485248.468750 -1116079.250000 247.830002 
-485248.375000 -1116076.875000 247.500000 
-485248.218750 -1116074.625000 247.429993 
-485247.218750 -1116073.625000 246.850006 
-485247.125000 -1116072.500000 246.750000 
-485246.937500 -1116069.000000 246.500000 
-485246.843750 -1116067.875000 246.509995 
-485246.750000 -1116066.750000 246.500000 
-485246.625000 -1116064.375000 246.389999 
-485248.875000 -1116087.375000 248.710007 
-485248.781250 -1116086.125000 248.669998 
-485247.906250 -1116084.750000 248.240005 
-485247.656250 -1116082.875000 247.740005 
-485247.625000 -1116081.625000 247.580002 
-485247.562500 -1116080.500000 247.429993 
-485247.500000 -1116079.375000 247.270004 
-485247.343750 -1116075.875000 246.869995 
-485247.281250 -1116074.750000 246.820007 
-485246.156250 -1116072.750000 246.070007 
-485246.125000 -1116071.500000 245.949997 
-485245.968750 -1116069.250000 245.960007 
-485245.875000 -1116068.125000 246.009995 
-485245.750000 -1116067.000000 246.059998 
-485245.500000 -1116063.500000 246.110001 
-485248.406250 -1116096.625000 248.960007 
-485248.125000 -1116092.125000 248.729996 
-485248.062500 -1116090.875000 248.729996 
-485247.968750 -1116089.750000 248.729996 
-485247.875000 -1116088.625000 248.710007 
-485247.781250 -1116087.500000 248.630005 
