OBJECTID;IN_FID;NEAR_FID;NEAR_DIST;NEAR_RANK;FROM_X;FROM_Y;NEAR_X;NEAR_Y
;2907;2981;0,186300123572721;1;-485224,893560415130000;-1116226,332033671400000;-485225,065155976450000;-1116226,404578136300000
;2908;2982;0,195547416212688;1;-485225,550138571470000;-1116225,159876190600000;-485225,680952896360000;-1116225,305225440300000
;2909;2983;0,198670909247216;1;-485225,852931950420000;-1116224,738967260800000;-485226,039819820430000;-1116224,806369443400000
;2910;2984;0,029205615830142;1;-485224,938375018710000;-1116224,248833308500000;-485224,955898388170000;-1116224,225468815800000
;2911;2985;0,054946518956047;1;-485224,552804346490000;-1116224,433189130600000;-485224,498924851820000;-1116224,443965029700000
;2912;2986;0,052655367402342;1;-485223,755316033730000;-1116225,548234478600000;-485223,746239284050000;-1116225,496367337400000
;2913;2987;0,051745689381567;1;-485223,512046526940000;-1116226,001506725600000;-485223,464355869100000;-1116226,021587002600000
;2914;2988;0,036770774881163;1;-485222,841279754710000;-1116227,023839264200000;-485222,829651814710000;-1116226,988955444200000
;2915;2989;0,070934961586295;1;-485221,392045556740000;-1116226,844696930800000;-485221,458333408290000;-1116226,819444415900000
;2916;2990;0,133471257543964;1;-485221,784494803290000;-1116226,164791656700000;-485221,886138423400000;-1116226,078286448300000
;2917;2991;0,248550353265356;1;-485222,189079823500000;-1116220,429718406200000;-485222,267993932470000;-1116220,665408544900000
;2918;2992;0,190271096513235;1;-485224,450984538710000;-1116221,348459096400000;-485224,402825261930000;-1116221,532534554400000
;2919;2993;0,098830510502001;1;-485225,341609620370000;-1116220,323630235400000;-485225,371575392550000;-1116220,417808376700000
;2920;2994;0,075037616252831;1;-485226,162715925490000;-1116220,695687804600000;-485226,146552098330000;-1116220,768963820800000
;2921;2995;0,129129295366184;1;-485226,533509534490000;-1116221,308738705200000;-485226,550452423980000;-1116221,436751647600000
;2922;2996;0,114537924393532;1;-485227,418750000010000;-1116220,575000000000000;-485227,514732561310000;-1116220,637500272400000
;2923;2997;0,147991578233088;1;-485227,965694752000000;-1116219,533537946900000;-485228,110511879090000;-1116219,503050130800000
;2924;2998;0,156865278090239;1;-485227,923915142950000;-1116219,107069276300000;-485228,065001931510000;-1116219,038503734200000
;2925;2999;0,200543142882120;1;-485227,235878035020000;-1116218,773012685800000;-485227,432007792170000;-1116218,731171671100000
;2926;3000;0,211019036471174;1;-485227,103459763280000;-1116218,082762212300000;-485227,287973876400000;-1116217,980372877800000
;2927;3001;0,301413735416310;1;-485225,012933814200000;-1116216,395765302200000;-485225,314237524520000;-1116216,387621958700000
